IDNRK,LIFNR,ORT01
GZ811B6002,Hyundai Motors Korea,서울특별시
GP250B2750,병화,천안시
GR205B3700,Db손해보험,서울특별시
GZ811B6010,지엠에스,화성시
GR205B3800,Nanotech1_Tds,Gandhinagar
GZ811B6011,디에스,시흥시
GP250A5801,Citibank N.A.,Philadelphia
GP250A5901,Ford_Europe_De,Germany
GP260A2700,Milan_1907,Walbrzych
GP263A2450,Ford_Louisville_Oem,Louisville Ky
GP277A1800Z1,성진피앤티,인천광역시
GP372A1300,Anna041293,Walbrzych
GP388A1200,Mcp_Customer_Shaun_01,Wabrzych
GR210A3300,Gm_Oshawa_Oem,Oshawa On
GR231A4400,아센텍,아산시
GR241A3200,Msy_Opel Gmbh_Germany_De,Germany
GR266A1300,농협은행 안중지점,경기도 평택시
GZ135A1100,Majab33,Walbrzych
GZ411A2200,Bst Rods S.A.,Lagazpi-Gipuzkoa
GZ811A4700,Sold To 생성 0523_1_2,경기도 성남시
K301752,Gm_Opel_Europe(Eur)_De,Spain
K302231,Chrysler_Mobis_Oem,Detroit United States
GP372A1400,Aditya Auto Products And Engg India,Chennai
GP388A1300,P15871,Pangyo
GP935A1400,Gm_As_,Memphis Tn
GR231A4500,Wells Fargo Bank N.A.,San Francisco
GR241A3300,[Mdk] Iksan Suspension Plant,Iksan
GZ811A4702,Gmk_Korea_De,인천광역시
GZ811A4703,Ford_As,Mi Oakland  Usa
GR231A4800,Raicam Industrie Srl,Manoppello
GZ811A4705,Hkmc_Korea_De,서울특별시
BB13002300,Cs Sub Vendor,City
BB300A4100,Ford_Louisville_Oem,Louisville Ky
BB696A1300,Hyundai Mobis Ship-To,서울특별시
BM340A5600,미즈호은행,서울특별시
3BC4429,Shipto Test_22,서울특별시
BC30201900,Renault Samsung Motor,부산광역시
BC41018000,Kookmin Bank New York,New York
BC47023300,Alabama Plating Technology Llc,Lanett
BC54072600,영완,시흥시
BC56001100,[Mdk] Iksan Suspension Plant,Iksan
BC631A8900,Gmk-Cny_Korea_De,인천광역시
BC12024901,농협은행 양재지점,서울특별시
BC30207800,호주뉴질랜드은행 서울지점,서울특별시
BC36003400,Kia Kwangju Oem,광주광역시
BC47021601,센트랄,경상남도 창원시
BC12135000,[Do Not Use] --> M100-11,Address
BC50172600,삼성증권,서울특별시
BC12124901,Ccangtong,서울특별시
BC631A1403,X10054,City
BC290A1300,Ford Werke Gmbh (Usd)_As,Koeln
3BD4545,Hyundai Motors A/S,울산광역시
4BD5815,교보생명보험,서울특별시
BD11124300,Gm_Thailand_As,Chatujak Bangkok
BD19200200,Chrysler_Mopar_As,City
BD21109300,Soldto Test,서울특별시
BD31022702,Bmw Ag_Oem,Munchen
BD34013202,신한은행 Gs타워대기업금융센터,서울특별시
BD41103200,[Mdk] Wonju Steering Plant,Wonju
BD56304600,Hyundai Motor Ulsan 1St Plant,울산광역시
BD56403600,만도브로제,인천광역시
BD58602900,한국산업은행,서울특별시
BD58701100,Wells Fargo Bank N.A.,San Francisco
BD59300300,영완,시흥시
K302348,Gm_India_De,Gujarat
BA26002200,[Msc] Mando Suzhou,Suzhou
BA26002250,[Mdk] Pyeongtaek Brake Plant,Address
BH40000601,Sundaram Auto Components Limited Pl,Chennai
BA10202500,Mmt,인천광역시
BA26201200,Kasia_Jaworska1,Walbrzych
BA38200100,Gmk-Cny_Korea_De,인천광역시
BB69000900,Hyundai Motor Ulsan Bill-To(Payer),서울특별시
BH29005040,Gm_India(Krw)_De(Sp),Pune Maharashtra
BH30101000,Daimler_13,Walbrzych
BH40100300,새론오토모티브,천안시
BH48402000,Roy Metal Finishing,Charlotte
BB18001700,Gm_Colombia(Krw)_De,Bogota Dc Sur America Colombia
BH29005042,Gm_Cami Autrans_Oem,Ingersol Canada
BA10203100,Gm_Mexico_De,Mexico
BH29005043,미래에셋생명보험,서울특별시
BA10203150,[Mga] Georgia Casting Plant,Georgia
BH29005044,Hyundai Motor Asan Ckd,Asan-Si
K804732,Customer_Shaun,Walbrzych
BA20002200,신영증권,서울특별시
BA60002200,아이엔지은행 서울지점,서울특별시
BA70000400,Mcp_Gm Global Tooling Service Compa,Luton
BA90100500,세아메탈원주공장,원주시
BA90100600,삼익키리우,대구광역시
K302693,Customer20 Customer20,서울특별시
BA60002510,우리은행,서울특별시
BA20002550,[Mail] Chennai Plant#2,Sriperumbadur
BA60003100,일륭기공본점,횡성군
BA60003150,"Hankuk Rotec Co., Ltd.",부산광역시
BA10202200,Gmk-Cny_Korea_De,인천광역시
BA38201800,삼성화재해상보험,서울특별시
BH29005062,Ford Lio Ho Motor Cp Ltd,Taoyuan City Taiwan Roc
BA11202500,일륭기공본점,횡성군
BA11202510,Ford_Master_As,Illionis
K301425,Mbc_Bhmc/Dyk_De,Beijing
BA11202550,Hyundai Motor Ulsan 1St Plant,울산광역시
BH48500100,Ford_India_De,Tn In
BH50000103,Standard Chartered Bank,New York
BM38003000,Cho_Customer_02,Frankfurt
BA10202510,Gm_Trw Saginaw_Oem,Saginaw
BH29005041,Dhl Ware Hosue,Trivandrum
BA21200900,Hylee_002,Frankfurt Am Main
BA35200100,Bmw De,Krauthausen
BA36000400,중소기업은행 대구혁신도시감정원,대구광역시
BA37000100,대흥알앤티,김해시
BA40000200,Hundai,Banglore
BA42000200,Asd,경기도 성남시
BA42200200,Basf Polyurethanes Gmbh(Im),Lemfoerde Germany
BA42800100,Mcp_Igs Schreiner Gmbh,Hamburg
BA88000121,[Mga] Georgia Brake Plant,Usa
BA89000100,엘지이노텍,서울특별시
BA90100400,동화지업사,강원도 원주시
BA93600100,한국스탠다드차타드은행,서울특별시
BG6900Y400,Gm_Oshawa_De,Ontario
BH66004000,Hyundai Motor Ulsan 3Rd Plant,울산광역시
BH66004010,Gm_Uzbekistan(Usd)_De,Uz  Uzbekistan
BH66004020,Roy Metal Finishing,Charlotte
BH66004050,[Mnc] Mando Ningbo,Ningbo
BH66010001,보림테크,익산시
BH66304000,프라이맥스,원주시
BH68004000,Fi 고객,City
BH68004010,Gm_Android Industries_Oem,Shreveport United States
BH68004030,Mcm_Gm,Mexico
BH68004042,Gm_Indonesia_De,Pondok Ungu Bekasi West Java Ind
BA20402700,인게이지,평택시
BA21200100,한국투자증권,서울특별시
BA36000200,Chrysler_Mopar_As,City
BA37000500,미래에셋증권,서울특별시
BA39500100,Chana_De,Chongqing China
BA40000100,코우산업,평택시
BA42000100,Hyundai Assan Otomotiv Sanayi Ve,Kozyatagiistanbul
BA42200100,Mbccus01,Beijing
BH66004030,Gm_Thailand_As,Chatujak Bangkok
BM15018400,Msy_Opel Gmbh_Germany_De,Germany
BA20402800,Tdscusupd2,Udaipur
BA24900100,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
BA32000100,Hyundai Polytech America Inc.,Eufaula
BB61502600,영광Eng,아산시
BA2120010033,Gm_Brazil 2(Usd)_De,So Caetano Do Sul - Sp  Brasil
BA2120010055,Sold-To Test Customer,제주특별자치도 제주시
BA21400100,Tsr,경상북도 구미시
K302244,Test2,Frankfurt
K302347,Gm Ecuador_As(Sp),Quito
BA2120090033,Hyundai Glovis,서울특별시
BA2120090055,Gm_Navistar_Oem,Springfield  United States
K201852,에스엠티코리아리미티드,안성시
BA22400100,Sold To 06_22_0,경기도 성남시
BA32800100,롯데정보통신,서울특별시
BA99100100,[Mca] Alabama Suspension Plant,Usa
BA24400100,신한정밀공업대전공장,대전광역시
BA24800800,Hyundai Mobis,울산광역시
BA24400200,[Msc] Suzhou Steering Plant,Suzhou
BA26202200,Sbl Moters,서울특별시
BH22101500,원광산업(주),원주시
BH30101500,Mbc_Bhmc/Dyk_De,Beijing
BA26202250,Gm Motor_Usa_De,Mi Usa
K106102,현대차증권,서울특별시
K106103,Alpina Burkard Bovensiepen,Buchloe
K106104,[Do Not Use] --> M310-31,Usa
BA32100100,Ford_Master_As,Illionis
BM12018900,Gm Thailand_Thailand_De,Apluakdaeng  Rayong Thailand
BA32300100,대경엔지니어링_박용수,경기 부천시
BA32700100,동성정밀엘엑스,원주시
BA35800100,Ford Espania Sl_Oem,Valencia Hiszpania
BA36200200,중소기업은행,서울특별시
BA36200400,Test Normal,서울특별시
BA35400200,한국씨티은행,서울특별시
BA37200100,Mando Corporation Pyeongtaek,Pyeongtaek-Si Gyenggi-Do Korea
BA99100300,Lufapak Gmbh_As,Euwied
BA40100100,Gm_Brazil_De(Sp),Sorocaba Sao Paulo
BA40300100,Mdm_Testpayer,Address
BA40500100,화동뉴텍,원주시
BA24400198,동일기계공업,안성시
BA40200200,지엠비코리아,경상남도 창원시
BA40600101,Tata Motors Passenger Vehicles Limi,Chikhali Pune
BA40800100,Gmdat_Korea_De,Gunsanjeonbuk
BA42100100,Test Customer Msb,경기도 성남시
BA44000100,Gm_Opel_Europe(Usd)_De,Russelsheim Germany
BA46100100,Crown Technologies Plant Ii,Ahmed Nagar
BM12507100,Mcp_Customer_Shaun_002,Wabrzych
BA42100200,Dariacustomer,Walbrzych
BA44000200,Mcp_Bmw,Garching-Hochbrueck
BA46100200,[Mca] Alabama Brake Plant,Usa
BM12507400,Gm_Ramos_Oem,Coach
BA42800200,Hyundai Wia Korea,경상남도 창원시
BA44100100,디비에스은행,서울특별시
BA44200100,Patkrz1907,Walbrzych
BA44300100,Hyundai Motor Ulsan 2Nd Plant,울산광역시
BA44100200,Nanotech1_Tds,Gandhinagar
KB20002200,호주뉴질랜드은행 서울지점,서울특별시
BA75000100,키미,시흥시
BA87100100,센트랄,경상남도 창원시
BA87300100,Mdc0010,Suzhou
BA87500100,아이엔지은행 서울지점,서울특별시
BA87100110,근로복지공단,서울특별시
BA87500110,Gm_Brazil_As,Guarulhos - So Paulo - Brasil
BA89200100,Kia Kwangju Ckd,광주광역시
BA89400100,Atlantic Integrated Freight Gmbh,Germany
BA89600100,Gm_Holden_De(Sp),Australia
BM10074250,Gm_Adam Opel(Euro)_As,Herne
BB30069623,네이버,경기도 성남시
BB30069503,Mcp_Customer_Shaun_002,Wabrzych
BM10076900,[Mcp] Walbrzych Plant,Poland
BB30069502,성용하이테크,김포시
BB300A8501,현대차증권,서울특별시
BB25000800,보림테크,익산시
BH39100100,Mcp_Customer_Shaun_01,Wabrzych
BH39100200,Gm-Sha_Usa_De,Usa
BH39100300,Gm_Toluca_Mx_As,Mexico
BH39200100,대웅엔지니어링,안성시
BH41200100,태성포리텍,익산시
BM10069600,Chrysler_Dana Va Chesapeake_Oem,Detroit United States
BB13001200,Taeyang Metal India Pvt Ltd-Chennai,Ahmed Nagar
BB25100600,"Matlab, Inc.",Asheboro
BB25300400,Msc_Gm,Mexico
BB25800100,Youngshin Automotive India Private,Chennai
BB46321100,Ford_Na_De,Dearborn Mi  Us
BH51301000,Fdfd,경기도 성남시
BB25200300,아이엔지은행 서울지점,서울특별시
BB26500400,에스씨엘,충청남도
BB27300100,[Do Not Use] --> M100-11,Address
BB13001800,Sold To 생성 0523_1,경기도 성남시
BB27600100,Ford_Australia_De,Australia
BB42101500,Mdk_Chrysler_De,Mi Usa
BB42302200,신한은행 영업부,서울특별시
BB44021800,Gm_Navistar_Oem,Springfield  United States
BB46103900,Mga_Hmma,Test
BB46702500,Tdscusupd2,Udaipur
BB48903800,평화오일씰공업본사,대구광역시
BB49101600,Mcm_Gmtest,Ramos Arizpe Coah
BB49404300,Gm_Cis_De,Moscow Russia
BB50201000,Hmma_Aai_Oem,Test
BB55013500,Mcp_Customer_Shaun_002,Wabrzych
BB58001900,엠유에프지은행,서울특별시
BB58002900,동성정밀엘엑스,원주시
BB58100100,Mmt,인천광역시
BB61601000,생성 테스트,경기도 성남시
BB36030203,Hylee_002,Frankfurt Am Main
BB44021803,Bmw Ag Wackersdorf_Oem,Wackersdorf
BB44021802,[Mdk] Wonju Steering Plant,Wonju
BB360A2101,Crown Technologies Plant Ii,Ahmed Nagar
BB440A6600,Gm Thailand_Thailand_De,Apluakdaeng  Rayong Thailand
BB48902200Z1,[Mdk] Iksan Suspension Plant,Iksan
BB61502800,Mdk_Gmsa,South Africa
BB363A1200,Kia Hwaseong Ckd,Hwaseong-Si
BB36500100,Cs Sub Vendor24,City
BB36125303,Ford_Australia_De,Australia
BB36125402,Iryna_1111,Walbrzych
BB36125403,Dongsung Poland Sp.Z.O.O,Zarow
BB361A2301,Takenaka Europe Gmbh Sp. Z O.O.,Warszawa
BB41004300,ㅣBillto,서울특별시
BB46202805,코우산업,평택시
BB49201100,Citibank N.A.,Philadelphia
BB46202806,Hmc_환경기술연구소_Oem,104-7
BB46326602,Chrysler_De,Mi Usa
BB46202803,Korea Development Bank,New York
BB46326603,[Mnc] Ningbo Plant,Ningbo
BB463A5900,신한은행 영업부,서울특별시
BB46514100,Ford_Master_As,Illionis
BB47209900,Renault Samsung Motor,부산광역시
BB46518300,Gmdat_Korea_De,Gunsanjeonbuk
BB47212600,Opel Gmbh_Germany_De,Germany
BB48205500,[Mcm] Arteaga Plant,Arteaga
BB46518301,Test Supplier,충청북도
BB46518304,한성테크,익산시
BB47212602,Ford Espania Sl (Usd)_Oem,Valencia Hiszpania Spain
BB46517100,(주)만도 Test_Hdk,경기도 성남시
BB472A4000,Asdasd,서울특별시
K103187,Cs Assy Vendor,City
BB48705500,태산Eng,익산시
BB554A1200,Gm Nao_Usa_De,Mi  Usa
BB555A1100,Bmw_M,Garching-Hochbrueck
K803882,다본오토모티브-원주공장,원주시
BC30200100,영완,시흥시
BC36000200,Tesla,Shanghai
BC38000100,케이비증권,서울특별시
BC40228900,Heiche Polska Sp.Z.O.O.,Stanowice
BC63104006,ㅣBillto,서울특별시
BC40221500,Hyundai Mobis,서울특별시
BC63104002,Mga_Chrysler,Warren United States
BC12041801,Gm_India(Krw)_De(Sp),Pune Maharashtra
BC40231300,제이디테크,경상남도 창원시
BC12010700,[Mdk] Wonju Steering Plant,Wonju
BC30202200,Gm_Spring Hill_Oem,Tn  United States
BC38001300,Customer_Shaun,Walbrzych
BC39100700,[Mcc] Chongqing Plant,Chongqing
BC40210600,한국증권금융,서울특별시
BC43101301,명진금속공업주식회사,안산시
BC44000501,Hyundai Glovis Ship-To,서울특별시
BC46000600,아이엔지은행 서울지점,서울특별시
BC12022600,대경엔지니어링_박용수,경기 부천시
BC12141800,Test08 Test,Test
BC63104007,Standard Chartered Bank,New York
BC12129601,Mbccus01,Beijing
BC40321500,Test Customer Msb,경기도 성남시
BC12141801,Msc_Bhmc/Dyk_De,Suzhou New District
BC40331300,교통은행 서울지점,서울특별시
BC63104009,[Mcc] Chongqing,Chongqing
BC12110700,Mcp_Customer_Shaun_002,Wabrzych
BC40310600,Tata Motors Passenger Vehicles Limi,Chikhali Pune
BC12122600,Gm_Toluca_Mx_As,Mexico
BC403B3100,영완,시흥시
BC12021900,농협은행 양재지점,서울특별시
BC20200300,Test Brazil,Test1333
BC22401900,호주뉴질랜드은행 서울지점,서울특별시
BC23100100,Chrysler_Fca_Oem,Agua Nueva Saltillo
BC24000800,"Hankuk Rotec Co., Ltd.",부산광역시
BC24600100,[Mcc] Chongqing Plant,Chongqing
BC24700400,Mdk_Sgm_De,Shanghichina
BC26000500,에스에이치로드제일차 주식회사,서울특별시
BC26100400,Mcm_Gm1,Ramos Arizpe Coah
BC26400900,하이투자증권,부산광역시
BC33100600,조이테크,천안시
BC33200400,삼익키리우,대구광역시
BC34002100,Weco,서울특별시
BC36002700,Gm_Trw Saginaw_Oem,Saginaw
BC38001700,[Mga] Georgia Brake Plant,Usa
BC40204403,대경엔지니어링_박용수,경기 부천시
BC43102000,Volkswagen Poland Bill-To(Payer),Pozna
BC44102000,Mcp_ Ford Lincoln Cbg,Dummy
BC45000800,Gm_Vm Arlington Asm,Arlington Tx
BC40204404,중소기업은행,서울특별시
BC40204404Z1,정원금속,평택시
BC12021901,다본오토모티브-원주공장,원주시
BC12029700,Delta,Swidnica
BC36000500,Kr,서울특별시
BC38000400,[Mca] Alabama Brake Plant,Usa
BC40221600,Sgm_De,Shanghichina
BC43101400,삼성에스디에스 물류법인(Im),경기도 성남시
BC44101400,Mai_Ashley Alteams India Limit,Chn
BC45000800EX,[Mbc] Beijing Brake Plant,Beijing
BC63104100,Customer_Shaun,Walbrzych
BC12042000,미래에셋생명보험,서울특별시
BC40231400,대경엔지니어링_박용수,경기 부천시
BC63104106,"Hankuk Rotec Co., Ltd.",부산광역시
BC12032400,Mcp_Bmw,Garching-Hochbrueck
BC23100300Z1,이요찬 Bp,서울특별시
BC38003500,디에스,시흥시
BC402B1200,대흥알앤티,김해시
BC61001900,Gm_Dortec_Oem,Concord Canada
BC40216000,Dhl Ware Hosue,Trivandrum
BC12121900,Mcp_Gt Oberflächen Gmbh,Heinsdorfergrund
BC22501900,Dariacustomer,Walbrzych
BC34102100,성용하이테크,김포시
BC12121901,Hyundai Polytech America Inc.,Eufaula
BC40321600,Gurgaon Warehouse ( 3T Logistics ),인도 구르가온
BC63104101,Mcm_Gm,Mexico
BC12142000,Lufapak Gmbh_As,Euwied
BC40329000,No Com,Test
BC63104105,Customer_Patrycja,Walbrzych
BC40331400,하나은행 롯데월드타워금융센터,서울특별시
BC63104107,키움증권,서울특별시
BC40316000,현대해상화재보험,서울특별시
BC14010700,Fdfd,경기도 성남시
BC12021900Z0,Ford_As,Mi Oakland  Usa
BC1202260055,한국산업은행 압구정지점,서울특별시
BC14029600,Gm_Trw Saginaw_Oem,Saginaw
BC14029700,Gm_Indonesia_De(Sp),Indonesia
BC14032400,뱅크오브아메리카,서울특별시
BC1204180055,삼익키리우,대구광역시
BC14041800,Mbccus01,Beijing
BC1204180155,농협은행 판교테크노밸리지점,경기도 성남시
BC1204200055,Bmw Ag Wallersdorf_Oem,Wallersdorf
BC1204200155,롯데정보통신 Shipto,서울특별시
BC12110740,(주)만도 Test_Hdk,경기도 성남시
BC14121900,Ford_Louisville_Oem,Louisville Ky
BC14121901,Asd,경기도 성남시
BC12121900Z0,Gm_Cami Autrans_Oem,Ingersol Canada
BC1212260055,Gm_Modatek_Oem,Milton Canada
BC1212960155,Sc_Bpc01,City
BC14129600,대경엔지니어링_박용수,경기 부천시
BC1212970055,Mbc_Bhmc/Dyk_De,Beijing
BC1213240055,Gm_Saic Usa,Birmingham Mi
BC1214180055,케이비증권,서울특별시
BC14141800,Dariacustomer,Walbrzych
BC1214180155,생성 테스트,경기도 성남시
BC1214200055,Gm_Mexico_De(Sp),Ramos Arizpe
BC1214200155,Ford_Brazil_De,Sao Paulo - Sp -Cep  Brasil
FBC14010700,케이에이씨,원주시
BC14022600C1,Mcm_Ford1,Saltillo
LAMZ00100,Chrysler_De,Mi Usa
LFCD55000,Customer_Iza,Walbrzych
LCOLD00110,Hma Industries Private Limited-Irru,Chennai
BC14029600C1,케이엠텍,원주시
LDIS00100,Dhl Ware Hosue,Trivandrum
LFCD45010,[Mga] Georgia Brake Plant,Usa
BC14029700F0,Gm-Sha_Usa_De,Usa
BC14029700C1,Gm_Saic Usa,Birmingham Mi
BC14032400F0,Gm_Mexico_De(Sp),Ramos Arizpe
BC14032400C1,Sub Cont Test1,Abcd
BC14041800C1,Gmdat_창원_Oem,경상남도 창원시
BC14042000M1,Chrysler_Fca_Oem,Agua Nueva Saltillo
BC14129600C1,한라정공,인천광역시
BC14129700M2,프라이맥스,원주시
BC14142000F0,인팩_충주,충주시
BC14142000M1,교보생명보험,서울특별시
BC27100300,에스에이티,평택시
BC31400300,Bmw(Eur)_De,Muenchen Germany
BC30206400,대일정공-본사,익산시
BC31100600,Aditya Auto Products And Engg India,Chennai
BC32000200,Hyundai Motor Company,울산광역시
BC33200500,Foreign Customer,Bloomington
BC30200140,Mcp_Igs Schreiner Gmbh,Hamburg
BC30300100,삼성에스디에스 물류법인(Im),경기도 성남시
BC30300600,Kia Hwaseong Ckd,Hwaseong-Si
K102317,Gm_Bupyeong-Assembly 2,인천광역시
BC41021400,한국산업은행,서울특별시
BC47011401,Gm_Spring Hill_Oem,Tn  United States
BC50068800,Gm_Toluca_Mx_As,Mexico
K302519,Aditya Auto Products And Engg India,Chennai
BC500A7400,신동성,원주시
BC540A7400,에스씨엘,충청남도
BC500A7400RB,Mcm.Fordpr,Hermosillo
BC540A7400RB,아이엔지은행 서울지점,서울특별시
BC41021401,한화손해보험,서울특별시
BC47005200,네이버,강원 춘천시
BC500A1301C3,삼성생명보험,서울특별시
BC41028500,농협은행 판교테크노밸리지점,경기도 성남시
BC50065200,영광Eng,아산시
BC54065200,한화생명보험,서울특별시
BC56005100,Gm_Opel_Europe(Usd)_De,Russelsheim Germany
BC41029500,Ford_Europe_De,Germany
BC54059300,Gm Korea_As,인천광역시
BC56004100,전성,충주시
BC41004300,Customer_Dorota,Walbrzych
BC47022800,현대해상화재보험,서울특별시
BC50059400,Sold To 생성 0523_1,경기도 성남시
BC54059400,인게이지,평택시
BC41034600,조이테크,천안시
BC47018200,Mck_Abc산업,City
BC41030600,Mcp_Gt Oberflächen Gmbh,Heinsdorfergrund
BC47023000,Chrysler_Fca_Oem,Agua Nueva Saltillo
BC50080900,[Mcm] Arteaga Plant,Arteaga
BC54080900,Gme_German_De,Russelsheim Germany
BC41034601,금융감독원,서울특별시
BC50083200,Do Not Use --> Delete !!,City
BC50083300,Mdm_Testpayer,Address
BC500B3100,[Mcc] Chongqing Plant,Chongqing
BC540B3100,Tdscusupd2,Udaipur
BC540B6500,에스케이증권,서울특별시
BC501A1301C3,Mdm_Testfi-Customer,Address
BC50165200,Mdm_Testshipto,Address
BC50159300,Gm_As_Llc,Mi United States
BC50159400,Gm_Oshawa_Oem,Oshawa On
BC50180800,P15871,Pangyo
BC50180900,Gm_Colombia(Krw)_De,Bogota Dc Sur America Colombia
BC501B6500,Mcp_Alpina Burkard Bovensiepen,Buchloe
BC41004340,[Do Not Use] --> M100-11,Address
BC41204300,Bst Rods S.A.,Lagazpi-Gipuzkoa
BC41015240,Gmm Silao Asm_Oem,Silao
BC41215200,Gm_Cami Can_Oem,Canada
BC4102140055,Mcm_Gmtest,Ramos Arizpe Coah
BC410214005Z,Hmma_Mobis(Rdc)_As,Montgomery
BC41021400Z0,Gm_Ellesmere Port_Oem,Chesire
BC41228500,Ford_As,Mi Oakland  Usa
BC4102950055,Chrysler_Fca_Oem,Agua Nueva Saltillo
BC41229500,엠유에프지은행,서울특별시
BC4103060055,[Mcc] Chongqing Plant,Chongqing
BC41230600,Sc_Bpc01,City
BC4103460055,Gm Motor_Usa_De,Mi Usa
BC41234600,Hyundai Motor Beijing Bill-To(Payer,Beijing
BC4103460155,[Mtc] Tianjin Casting Plant,City
FBC41204300,Chrysler_Mobis_Oem,Detroit United States
FBC41215200,Gm_Brazil_De,Pr  Brazil
BC412214F0,Gm_Trw Saginaw_Oem,Saginaw
BC412214M1,Kc Sol Tec,Auburn
BC41222100F0,Patkrz1907,Walbrzych
BC41222100M1,Kia Hwaseong Oem,Hwaseong-Si
BC41228500F0,Hyundai Motor Beijing,Beijing
BC41228500M1,Gm_Thai(Krw)_De(Sp),Thailand
BC41230600M1,보림테크,익산시
BC44101301,Hmma_Aai_Oem,Test
K103395,Bst Rods S.A.,Lagazpi-Gipuzkoa
BC51064200,Gm_Cis_De,Moscow Russia
BC52217800,Mai_Ashley Alteams India Limit,Chn
BC52447100,새론오토모티브,천안시
BC52207500,Fi 고객,City
BC52409500,[Mnc] Ningbo Plant,Ningbo
BC51073600,Customer_Iza,Walbrzych
BC52423000,Mbc_Bhmc/Dyk_De,Beijing
BC51085500,조이테크,천안시
BC52220000,화동뉴텍,원주시
BC52447700,엠유에프지은행,서울특별시
BC52220100,Mga_Hmma,Test
BC52447200,다이나캐스트코리아,경기도 안양시
BC51087700,부산세관,부산광역시
BC52221100,화동뉴텍,원주시
BC52449900,Mcm_Gm1,Ramos Arizpe Coah
BC51087800,Ccangtong,서울특별시
BC510A1301C3,Chrysler_Mobis_Oem,Detroit United States
BC52206900,동성정밀엘엑스,원주시
